City,State,MGrid
"""LINDA",CA,CM99gd
"""LOMA RICA",CA,CM99gd
"""HALLWOOD",CA,CM99gd
"""HAMMONTON",CA,CM99gd
"""BEALE AFB",CA,CM99hc
"""MARYSVILLE",CA,CM99hc
"""MAXWELL",CA,CM89vh
"""MEADOW VALLEY",CA,CM99lw
"""SPANISH RANCH",CA,CM99lw
"""MEADOW VISTA",CA,CM99la
"""MENDOTA",CA,CM96sq
"""MERCED",CA,CM97sg
"""MERCED",CA,CM97sh
"""MERCED",CA,CM97qi
"""MERCED",CA,CM97sj
"""MERIDIAN",CA,CM99bb
"""SYCAMORE",CA,CM99bb
"""MIDPINES",CA,DM07an
"""MILLVILLE",CA,CN80xn
"""MILL CREEK",CA,CN90gi
"""MINERAL",CA,CN90gi
"""MINERAL",CA,CN90fj
"""LASSEN VOLCANIC NATIONAL PAR",CA,CN90fj
"""BADGER",CA,DM06mo
"""MIRAMONTE",CA,DM06mo
"""HUME",CA,DM06nt
"""MIRAMONTE",CA,DM06nt
"""KINGS CANYON NATIONAL PK",CA,DM06mr
"""KCNP",CA,DM06mr
"""KINGS CANYON",CA,DM06mr
"""KINGS CANYON NATL PARK",CA,DM06mr
"""MIRAMONTE",CA,DM06mr
"""GRANT GROVE",CA,DM06mr
"""WILSONIA",CA,DM06mr
"""MIRAMONTE",CA,DM06lq
"""PINEHURST",CA,DM06lq
"""MI WUK VILLAGE",CA,CM98wc
"""MI WUK VLG",CA,CM98wc
"""MOCCASIN",CA,CM97us
"""MODESTO",CA,CM97lq
"""MODESTO",CA,CM97lp
"""MODESTO",CA,CM97mp
"""MODESTO",CA,CM97mq
"""MODESTO",CA,CM97lr
"""MODESTO",CA,CM97nq
"""MODESTO",CA,CM97kp
"""MODESTO BRM ZIP",CA,CM97mp
"""MOKELUMNE HILL",CA,CM98rg
"""MOKELUMNE HL",CA,CM98rg
"""MONTAGUE",CA,CN81ts
"""MONTGOMERY CREEK",CA,CN90bu
"""MONTGOMRY CRK",CA,CN90bu
"""MOUNTAIN RANCH",CA,CM98sf
"""MTN RANCH",CA,CM98sf
"""SHEEP RANCH",CA,CM98sf
"""SHEEPRANCH",CA,CM98sf
"""MOUNT SHASTA",CA,CN81uh
"""MOUNT AUKUM",CA,CM98pn
"""RIVER PINES",CA,CM98pm
"""MOUNT AUKUM",CA,CM98pm
"""DOUGLAS FLAT",CA,CM98sc
"""VALLECITO",CA,CM98sc
"""MURPHYS",CA,CM98sc
"""MURPHYS",CA,CM98sd
"""NEVADA CITY",CA,CM99ni
"""CHEROKEE",CA,CM99ni
"""GRANITEVILLE",CA,CM99ni
"""NORTH BLOOMFIELD",CA,CM99ni
"""NORTH COLUMBIA",CA,CM99ni
"""NEWCASTLE",CA,CM98ku
"""NEWMAN",CA,CM97jg
"""NICOLAUS",CA,CM98ft
"""EAST NICOLAUS",CA,CM98ft
"""TROWBRIDGE",CA,CM98ft
"""VERONA",CA,CM98ft
"""VERONA LANDING",CA,CM98ft
"""NORTH FORK",CA,DM07gf
"""MCCLELLAN",CA,CM98hp
"""NORTH HIGHLANDS",CA,CM98hp
"""N HIGHLANDS",CA,CM98hp
"""NORTH SAN JUAN",CA,CM99mk
"""N SAN JUAN",CA,CM99mk
"""PIKE",CA,CM99mk
"""SWEETLAND",CA,CM99mk
"""NUBIEBER",CA,CN91jb
"""OAKDALE",CA,CM97pt
"""KNIGHTS FERRY",CA,CM97pt
"""VALLEY HOME",CA,CM97pt
"""OAKHURST",CA,DM07ej
"""OAK RUN",CA,CN80xp
"""OLD STATION",CA,CN90gq
"""OLIVEHURST",CA,CM99fb
"""ARBOGA",CA,CM99fb
"""PLUMAS LAKE",CA,CM99fb
"""WEST LINDA",CA,CM99fb
"""O NEALS",CA,DM07ed
"""ORANGE COVE",CA,DM06ip
"""SQUAW VALLEY",CA,DM06ip
"""SQUAW VALLEY",CA,DM06jr
"""ORANGE COVE",CA,DM06jr
"""ORANGEVALE",CA,CM98jq
"""CITRUS HEIGHTS",CA,CM98jq
"""OVALE",CA,CM98jq
"""OREGON HOUSE",CA,CM99ji
"""RENAISSANCE",CA,CM99ji
"""ORLAND",CA,CM89ur
"""NEWVILLE",CA,CM89ur
"""OROSI",CA,DM06jn
"""EAST OROSI",CA,DM06jn
"""BELDEN",CA,CN90ja
"""OROVILLE",CA,CN90ja
"""CARIBOU",CA,CN90ja
"""GANSER BAR",CA,CN90ja
"""FEATHER FALLS",CA,CM99fm
"""OROVILLE",CA,CM99fm
"""OROVILLE",CA,CM99dm
"""BUTTE VALLEY",CA,CM99dm
"""PULGA",CA,CM99dm
"""YANKEE HILL",CA,CM99dm
"""CHEROKEE",CA,CM99dm
"""HONCUT",CA,CM99dm
"""HURLETON",CA,CM99dm
"""JARBO",CA,CM99dm
"""LAS PLUMAS",CA,CM99dm
"""OAK GROVE",CA,CM99dm
"""OREGON CITY",CA,CM99dm
"""PENTZ",CA,CM99dm
"""ROBINSONS CORNER",CA,CM99dm
"""SOUTH OROVILLE",CA,CM99dm
"""THERMALITO",CA,CM99dm
"""VILLA VERONA",CA,CM99dm
"""WYANDOTTE",CA,CM99dm
"""OROVILLE",CA,CM99hk
"""STORRIE",CA,CM99iv
"""OROVILLE",CA,CM99iv
"""ROCK CREEK",CA,CM99iv
"""ROCK CREST",CA,CM99iv
"""ROGERS FLAT",CA,CM99iv
"""TOBIN",CA,CM99iv
"""PALERMO",CA,CM99fk
"""PALO CEDRO",CA,CN80vn
"""PARADISE",CA,CM99er
"""PARLIER",CA,DM06fo
"""PASKENTA",CA,CM89rv
"""PATTERSON",CA,CM97jl
"""DIABLO GRANDE",CA,CM97jl
"""GRAYSON",CA,CM97jl
"""PENRYN",CA,CM98ju
"""PIEDRA",CA,DM06ht
"""PILOT HILL",CA,CM98lt
"""PINECREST",CA,DM08cg
"""DARDANELLE",CA,DM08cg
"""STRAWBERRY",CA,CM98xe
"""PINECREST",CA,CM98xe
"""PINE GROVE",CA,CM98qj
"""KIT CARSON",CA,CM98rk
"""PIONEER",CA,CM98rk
"""KIRKWOOD",CA,CM98xq
"""PIONEER",CA,CM98xq
"""AMADOR STATION",CA,CM98xq
"""BLACK STATION",CA,CM98xq
"""BUCKHORN",CA,CM98xq
"""HAMS STATION",CA,CM98xq
"""IRON MOUNTAIN",CA,CM98xq
"""PEDDLER HILL",CA,CM98xq
"""PIONEER",CA,CM98vn
"""SILVER LAKE",CA,CM98vn
"""PLACERVILLE",CA,CM98or
"""KELSEY",CA,CM98or
"""BUCKS BAR",CA,CM98or
"""CEDAR RAVINE",CA,CM98or
"""FIVE MILE TERRACE",CA,CM98or
"""GOLD HILL",CA,CM98or
"""NEWTOWN",CA,CM98or
"""OLD FORT JIM",CA,CM98or
"""PLEASANT VALLEY",CA,CM98or
"""SWANSBORO COUNTRY",CA,CM98or
"""PLANADA",CA,CM97uh
"""PLATINA",CA,CN80nj
"""WILDWOOD",CA,CN80nj
"""PLEASANT GROVE",CA,CM98gt
"""PLEASANT GRV",CA,CM98gt
"""PLYMOUTH",CA,CM98nl
"""POLLOCK PINES",CA,CM98rr
"""PACIFIC HOUSE",CA,CM98rr
"""FRESH POND",CA,CM98rr
"""PRATHER",CA,DM07ga
"""PRINCETON",CA,CM89xj
"""CODORA",CA,CM89xj
"""PROBERTA",CA,CN80vb
"""QUINCY",CA,CM99mx
"""SPRING GARDEN",CA,CM99mx
"""BUCKS LAKE",CA,CM99mx
"""EAST QUINCY",CA,CM99mx
"""MASSACK",CA,CM99mx
"""SPANISH RANCH",CA,CM99mx
"""RACKERBY",CA,CM99ik
"""RAIL ROAD FLAT",CA,CM98rh
"""RAIL RD FLAT",CA,CM98rh
"""RAILROAD FLAT",CA,CM98rh
"""RAISIN CITY",CA,DM06bo
"""MATHER",CA,CM98im
"""RANCHO CORDOVA",CA,CM98io
"""GOLD RIVER",CA,CM98io
"""RNCHO CORDOVA",CA,CM98io
"""NIMBUS",CA,CM98io
"""RANCHO CORDOVA",CA,CM98in
"""RNCHO CORDOVA",CA,CM98in
"""RANCHO CORDOVA",CA,CM98jn
"""RNCHO CORDOVA",CA,CM98jn
"""RAYMOND",CA,DM07ag
"""PAYNES CREEK",CA,CN90bi
"""RED BLUFF",CA,CN80sd
"""DAIRYVILLE",CA,CN80sd
"""REDDING",CA,CN80so
"""KESWICK",CA,CN80so
"""REDDING",CA,CN80um
"""REDDING",CA,CN80vq
"""REDDING",CA,CN80un
"""REDDING",CA,CN80sp
"""REEDLEY",CA,DM06hp
"""NAVELENCIA",CA,DM06hp
"""RESCUE",CA,CM98mr
"""RICHVALE",CA,CM99dl
"""RIO LINDA",CA,CM98gq
"""RIO OSO",CA,CM98gw
"""RIPON",CA,CM97ks
"""RIVERBANK",CA,CM97mr
"""BURREL",CA,DM06al
"""RIVERDALE",CA,DM06al
"""ROBBINS",CA,CM98dw
"""ROCKLIN",CA,CM98jt
"""SUNSET WHITNEY RANCH",CA,CM98jt
"""ROCKLIN",CA,CM98it
"""ROSEVILLE",CA,CM98jr
"""ROSEVILLE",CA,CM98is
"""GRANITE BAY",CA,CM98ks
"""ROSEVILLE",CA,CM98ks
"""ROSEVILLE",CA,CM98hs
"""PENN VALLEY",CA,CM99je
"""LAKE WILDWOOD",CA,CM99je
"""ROUGH AND READY",CA,CM99kf
"""ROUGH READY",CA,CM99kf
"""ROUND MOUNTAIN",CA,CN80xw
"""ROUND MTN",CA,CN80xw
"""RYDE",CA,CM98ff
"""SACRAMENTO",CA,CM98gn
"""SACRAMENTO",CA,CM98go
"""SACRAMENTO",CA,CM98gl
"""CA BRM ZIP",CA,CM98gn
"""SACRAMENTO",CA,CM98hm
"""NORTH SACRAMENTO",CA,CM98go
"""SACRAMENTO",CA,CM98gm
"""FRUITRIDGE",CA,CM98gm
"""SACRAMENTO",CA,CM98ho
"""NORTH HIGHLANDS",CA,CM98ho
"""SACRAMENTO",CA,CM98hn
"""WALSH STATION",CA,CM98hm
"""SACRAMENTO",CA,CM98in
"""SACRAMENTO",CA,CM98hl
"""SACRAMENTO",CA,CM98il
"""SACRAMENTO",CA,CM98fl
"""SACRAMENTO",CA,CM98fk
"""SACRAMENTO",CA,CM98fp
"""SACRAMENTO",CA,CM98fq
"""SACRAMENTO",CA,CM98fr
"""SACRAMENTO",CA,CM98eq
"""SACRAMENTO",CA,CM98gp
"""FRANCHISE TAX BOARD",CA,CM98gn
"""SACRAMENTO",CA,CM98hp
"""SACRAMENTO",CA,CM98hq
"""ANTELOPE",CA,CM98hr
"""SACRAMENTO",CA,CM98hr
"""FRANCHISE TAX BRD REFUNDS",CA,CM98gn
"""AT&T",CA,CM98ho
"""CA STATE DMV",CA,CM98gn
"""SACRAMENTO",CA,CM98fn
"""SALIDA",CA,CM97kr
"""SAN ANDREAS",CA,CM98qe
"""SANGER",CA,DM06gs
"""CENTERVILLE",CA,DM06gs
"""MINKLER",CA,DM06gs
"""TIVY VALLEY",CA,DM06gs
"""SAN JOAQUIN",CA,CM96vo
"""SANTA RITA PARK",CA,CM97qc
"""SANTA RITA PK",CA,CM97qc
"""SCOTT BAR",CA,CN81lr
"""SEIAD VALLEY",CA,CN81ju
"""SELMA",CA,DM06em
"""CONEJO",CA,DM06em
"""SHASTA",CA,CN80so
"""WHISKEYTOWN",CA,CN80qq
"""LAKESHORE",CA,DM07lh
"""SHAVER LAKE",CA,DM07lh
"""MONO HOT SPRINGS",CA,DM07lh
"""MONO HOT SPGS",CA,DM07lh
"""SHAVER LAKE",CA,DM07lb
"""SHERIDAN",CA,CM98hx
"""SHINGLE SPRINGS",CA,CM98mo
"""CAMERON PARK",CA,CM98mo
"""LATROBE",CA,CM98mo
"""SHINGLE SPGS",CA,CM98mo
"""SHINGLETOWN",CA,CN90cm
"""VIOLA",CA,CN90cm
"""SLOUGHHOUSE",CA,CM98km
"""RANCHO MURIETA",CA,CM98km
"""RNCHO MURIETA",CA,CM98km
"""SMARTSVILLE",CA,CM99ie
"""BIG OAK VALLEY",CA,CM99ie
"""BIG OAK VLY",CA,CM99ie
"""FRENCH CORRAL",CA,CM99ie
"""SNELLING",CA,CM97sm
"""NORDEN",CA,CM99sh
"""SODA SPRINGS",CA,CM99sh
"""SODA SPRINGS",CA,CM99tg
"""CISCO",CA,CM99tg
"""KINGVALE",CA,CM99tg
"""SERENE LAKES",CA,CM99tg
"""THE CEDARS",CA,CM99tg
"""SOMERSET",CA,CM98qo
"""FAIR PLAY",CA,CM98qo
"""OMO RANCH",CA,CM98qo
"""OUTINGDALE",CA,CM98qo
"""SONORA",CA,CM97tx
"""STANDARD",CA,CM97ux
"""SONORA",CA,CM97ux
"""SOULSBYVILLE",CA,CM97vx
"""SOUTH DOS PALOS",CA,CM96qw
"""S DOS PALOS",CA,CM96qw
"""STEVINSON",CA,CM97nh
"""STIRLING CITY",CA,CM99fx
"""STOCKTON",CA,CM97jv
"""STKN",CA,CM97jv
"""STOCKTON",CA,CM97iw
"""STKN",CA,CM97iw
"""STOCKTON",CA,CM97ix
"""STKN",CA,CM97ix
"""STOCKTON",CA,CM97hv
"""STKN",CA,CM97hv
"""STOCKTON",CA,CM98ia
"""STKN",CA,CM98ia
"""STOCKTON",CA,CM97gw
"""STKN",CA,CM97gw
"""STOCKTON",CA,CM98ha
"""STKN",CA,CM98ha
"""UNIV OF THE PACIFIC",CA,CM97ix
"""STOCKTON",CA,CM98ja
"""MORADA",CA,CM98ja
"""STKN",CA,CM98ja
"""STOCKTON",CA,CM97kw
"""STKN",CA,CM97kw
"""LYOTH",CA,CM98ia
"""DEFENSE DIST REGION",CA,CM98ia
"""STOCKTON BRM ZIP",CA,CM97ix
"""STONYFORD",CA,CM89sg
"""FOUTS SPRINGS",CA,CM89sg
"""LODOGA",CA,CM89sg
"""SITES",CA,CM89sg
"""SULTANA",CA,DM06im
"""SUTTER",CA,CM99ce
"""SUTTER CREEK",CA,CM98pk
"""SUTTER HILL",CA,CM98pk
"""DRYTOWN",CA,CM98nk
"""SUTTER CREEK",CA,CM98nk
"""TAYLORSVILLE",CA,CN90pa
"""GENESEE",CA,CN90pa
"""TEHAMA",CA,CN80wa
"""THORNTON",CA,CM98fe
"""TOLLHOUSE",CA,DM06ix
"""TRACY",CA,CM97hq
"""BANTA",CA,CM97hq
"""TRACY",CA,CM97gr
"""TRACY",CA,CM97go
"""TRACY",CA,CM97ft
"""VERNALIS",CA,CM97jo
"""TRACY",CA,CM97jo
"""TRACY",CA,CM97es
"""MOUNTAIN HOUSE",CA,CM97es
"""MTN HOUSE",CA,CM97es
"""TRANQUILLITY",CA,CM96up
"""TRAVER",CA,DM06gk
"""TRINITY CENTER",CA,CN81ob
"""TRINITY CTR",CA,CN81ob
"""TUOLUMNE",CA,CM97vw
"""TURLOCK",CA,CM97nl
"""TURLOCK",CA,CM97nm
"""TWAIN",CA,CN90la
"""VIRGILIA",CA,CN90la
"""TWAIN HARTE",CA,CM98vb
"""ECHO LAKE",CA,CM98xu
"""TWIN BRIDGES",CA,CM98xu
"""TWIN BRIDGES",CA,CM98vt
"""VACAVILLE",CA,CM98ai
"""VACAVILLE",CA,CM88xj
"""ALLENDALE",CA,CM88xj
"""VACAVILLE",CA,CM98ah
"""CAMPO SECO",CA,CM98nf
"""VALLEY SPGS",CA,CM98nf
"""VALLEY SPRINGS",CA,CM98nf
"""VALLEY SPRINGS",CA,CM98nd
"""VALLEY SPGS",CA,CM98nd
"""VICTOR",CA,CM98jd
"""VINA",CA,CM89xx
"""VOLCANO",CA,CM98rl
"""WALLACE",CA,CM98me
"""WALNUT GROVE",CA,CM98ff
"""EAGLE TREE",CA,CM98ff
"""GRAND ISLAND",CA,CM98ff
"""HOWARD LANDING",CA,CM98ff
"""LOCKE",CA,CM98ff
"""LONG ISLAND",CA,CM98ff
"""RYER ISLAND",CA,CM98ff
"""VORDEN",CA,CM98ff
"""WALKER LANDING",CA,CM98ff
"""WASHINGTON",CA,CM99oh
"""WATERFORD",CA,CM97qq
"""WEAVERVILLE",CA,CN80mr
"""WEED",CA,CN81tm
"""EDGEWOOD",CA,CN81tm
"""HAMMOND RANCH",CA,CN81tm
"""WEIMAR",CA,CM99ma
"""WESTLEY",CA,CM97im
"""WEST POINT",CA,CM98sk
"""WEST SACRAMENTO",CA,CM98fo
"""BRODERICK",CA,CM98fo
"""BRYTE",CA,CM98fo
"""W SACRAMENTO",CA,CM98fo
"""RIVER BANK",CA,CM98fo
"""WEST SACRAMENTO",CA,CM98ep
"""W SACRAMENTO",CA,CM98ep
"""WEST SACRAMENTO",CA,CM98fn
"""W SACRAMENTO",CA,CM98fn
"""WEST SACTO",CA,CM98fn
"""WEST SACRAMENTO",CA,CM98fm
"""W SACRAMENTO",CA,CM98fm
"""WHEATLAND",CA,CM99ha
"""WHITMORE",CA,CN90bp
"""WILLIAMS",CA,CM89uc
"""LEESVILLE",CA,CM89uc
"""WILBUR SPRINGS",CA,CM89uc
"""WILLOWS",CA,CM89um
"""FRUTO",CA,CM89um
"""WILSEYVILLE",CA,CM98sj
"""WILTON",CA,CM98jj
"""WINTERS",CA,CM98an
"""WINTON",CA,CM97qj
"""WOODBRIDGE",CA,CM98id
"""WOODLAND",CA,CM98br
"""WOODLAND",CA,CM98dq
"""YETTEM",CA,DM06jl
"""YOLO",CA,CM98cr
"""YOSEMITE NATIONAL PARK",CA,DM07eq
"""TUOLUMNE MDWS",CA,DM07eq
"""TUOLUMNE MEADOWS",CA,DM07eq
"""WAWONA",CA,DM07eq
"""YOSEMITE NTPK",CA,DM07eq
"""YOSEMITE",CA,DM07eq
"""YREKA",CA,CN81ps
"""YUBA CITY",CA,CM99eb
"""TIERRA BUENA",CA,CM99eb
"""YUBA CITY",CA,CM99ea
"""YUBA CITY",CA,CM99db
"""ZAMORA",CA,CM98bt
"""BRYLANE",CA,DM04va
"""GENERAL TELEPHONE",CA,DM03tx
"""SHARED FIRM ZIP CODE",CA,DM03tx
"""ELECTRONIC DATA SYSTEMS INC",CA,DM03tx
"""WHITTIER ASB",CA,DM03xx
"""MW",CA,DM03xv
"""BUFFUMS",CA,DM03vs
"""FAR",CA,DM03vs
"""FOUNDATION AIRBORNE RELIEF",CA,DM03vs
"""WORLD VISION INTERNATIONAL",CA,DM04wd
"""WORLD VISION INC BRM",CA,DM04wd
"""THOUSAND OAKS",CA,DM04od
"""WESTLAKE VILLAGE",CA,DM04od
"""STATE FARM",CA,DM04od
"""WESTLAKE VLG",CA,DM04od
"""PACIFIC TEL",CA,DM04se
"""LOCKHEED CORP",CA,DM04qd
"""SOUTHERN CALIFORNIA GAS COMP",CA,DM04se
"""POMONA",CA,DM14ab
"""BUREAU OF THE CENSUS",CA,DM14ab
"""RMX",CA,DM14eb
"""FOCUS ON THE FAMILY",CA,DM14db
"""CARTER HAWLEY HALE",CA,DM04wc
"""POTRERO",CA,DM12qo
"""YOUNG AMERICA",CA,DM12qo
"""TRAVEL LODGE",CA,DM12ms
"""PALM SPRINGS",CA,DM13rt
"""EL TORO MARINE CORPS AIR STA",CA,DM13dq
"""TUSTIN MARINE CORPS AIR",CA,DM13cq
"""TUSTIN MCAS",CA,DM13cq
"""BAKERSFIELD",CA,DM05mg
"""GOTTSCHALKS",CA,DM06cr
"""LIBERTY MUTUAL",CA,DM06ct
"""SF INTERNATIONAL SERVICE CTR",CA,CM87sq
"""FIRM HOLDOUTS",CA,CM87ts
"""EXPRESS MAIL REPORTING SYSTE",CA,CM87ts
"""SELECTIVE SERVICE",CA,CM87ts
"""UNION OIL CO OF CAL",CA,CM87ts
"""PACIFIC GAS & ELECTRIC",CA,CM87ts
"""MACYS OF CALIFORNIA",CA,CM87ts
"""US BUREAU OF THE MINT",CA,CM87ts
"""PACIFIC AREA OFFICE",CA,CM87ts
"""NAVAL SUPPLY CENTER",CA,CM87ut
"""SAN ANDREAS",CA,CM98tg
"""SHEEP RANCH",CA,CM98tg
"""DARDANELLE",CA,DM08ci
"""PINECREST",CA,DM08ci
"""AGATE",CO,DM89al
"""AGUILAR",CO,DM77qj
"""AKRON",CO,DN80jd
"""ALAMOSA",CO,DM77bl
"""GREAT SAND DUNES NATIONAL MO",CO,DM77bl
"""SAND DUNES MO",CO,DM77bl
"""CARMEL",CO,DM77bl
"""EAST ALAMOSA",CO,DM77bl
"""ESTRELLA",CO,DM77bl
"""HENRY",CO,DM77bl
"""STANLEY",CO,DM77bl
"""WASHINGTON",CO,DM77bl
"""WAVERLY",CO,DM77bl
"""ADAMS STATE COLLEGE",CO,DM77bl
"""ALLENSPARK",CO,DN70fe
"""ALMA",CO,DM69xg
"""ALMONT",CO,DM68oq
"""JACKS CABIN",CO,DM68oq
"""RAINBOW",CO,DM68oq
"""SPRING CREEK",CO,DM68oq
"""TAYLOR PARK",CO,DM68oq
"""TINCUP",CO,DM68oq
"""AMHERST",CO,DN80vq
"""ANTON",CO,DM89js
"""ARICKAREE",CO,DM89js
"""ANTONITO",CO,DM67xb
"""ESPINOZA",CO,DM67xb
"""FLORIDA",CO,DM67xb
"""FOX CREEK",CO,DM67xb
"""LA ISLA",CO,DM67xb
"""LAS MESITAS",CO,DM67xb
"""LOBATOS",CO,DM67xb
"""LOS PINAS",CO,DM67xb
"""MOGOTE",CO,DM67xb
"""ORTIZ",CO,DM67xb
"""PAISAJE",CO,DM67xb
"""SAN ANTONIO",CO,DM67xb
"""SAN MIGUEL",CO,DM67xb
"""SAN RAFEAL",CO,DM67xb
"""TRACK CITY",CO,DM67xb
"""ARAPAHOE",CO,DM88vu
"""ARBOLES",CO,DM67ha
"""NAVAJO STATE PARK",CO,DM67ha
"""PIEDRE PARK",CO,DM67ha
"""ARLINGTON",CO,DM88ih
"""ARRIBA",CO,DM89ig
"""ARVADA",CO,DM79kt
"""DENVER",CO,DM79kt
"""WHEAT RIDGE",CO,DM79kt
"""WESTMINSTER",CO,DM79kt
"""ASPEN",CO,DM69oe
"""ASPEN-GERBAZ",CO,DM69oe
"""SNOWMASS VILLAGE",CO,DM69me
"""SNOWMASS VLG",CO,DM69me
"""WEST VILLAGE",CO,DM69me
"""ATWOOD",CO,DN80in
"""AULT",CO,DN70pn
"""SEVERANCE",CO,DN70pn
"""AURORA",CO,DM79oq
"""BUCKLEY AFB",CO,DM79oq
"""BUCKLEY AIR FORCE BASE",CO,DM79oq
"""BUCKLEY AIR NATL GUARD BASE",CO,DM79oq
"""BUCKLEY ANG",CO,DM79oq
"""DENVER",CO,DM79oq
"""CENTENNIAL",CO,DM79oq
"""FOXFIELD",CO,DM79oq
"""AUSTIN",CO,DM68as
"""ORCHARD CITY",CO,DM68as
"""AVON",CO,DM69rp
"""BEAVER CREEK",CO,DM69rp
"""AVONDALE",CO,DM78tf
"""N AVONDALE",CO,DM78tf
"""NORTH AVONDALE",CO,DM78tf
"""BROADACRE",CO,DM78tf
"""BAILEY",CO,DM79gj
"""BASALT",CO,DM69li
"""RUEDI",CO,DM69li
"""BAYFIELD",CO,DM67ef
"""CHIMNEY ROCK",CO,DM67ef
"""GEM VILLAGE",CO,DM67ef
"""PAGOSA SPRINGS",CO,DM67ef
"""VALLECITO",CO,DM67ef
"""BEDROCK",CO,DM58nh
"""BELLVUE",CO,DN70jp
"""BENNETT",CO,DM79ss
"""BERTHOUD",CO,DN70lh
"""BETHUNE",CO,DM89sh
"""BEULAH",CO,DM78mb
"""BLACK HAWK",CO,DM79gt
"""BLACKHAWK",CO,DM79gt
"""GOLDEN",CO,DM79gt
"""BLANCA",CO,DM77fk
"""BONCARBO",CO,DM77pf
"""BOND",CO,DM69pu
"""BOONE",CO,DM78vg
"""BOULDER",CO,DN70ja
"""UNIVERSITY OF COLORADO",CO,DN70ja
"""RESIDENCE HALLS UNIV OF CO",CO,DN70ja
"""I B M",CO,DN70ja
"""NEODATA BUSINESS REPLY",CO,DN70ja
"""NEODATA",CO,DN70ja
"""BRANSON",CO,DM87ba
"""BRECKENRIDGE",CO,DM69xm
"""BLUE RIVER",CO,DM69xm
"""BRIGGSDALE",CO,DN70up
"""BRIGHTON",CO,DM79ow
"""THORNTON",CO,DM79ow
"""BRIGHTON",CO,DM79nw
"""THORNTON",CO,DM79nw
"""BRIGHTON",CO,DM79px
"""LOCHBUIE",CO,DM79px
"""BROOMFIELD",CO,DM79lw
"""WESTMINSTER",CO,DM79lw
"""ARVADA",CO,DM79lw
"""BROOMFIELD",CO,DM79lx
"""THORNTON",CO,DM79lx
"""WESTMINSTER",CO,DM79lx
"""DENVER",CO,DM79lx
"""BRUSH",CO,DN80eg
"""BUENA VISTA",CO,DM68wt
"""JOHNSON VILLAGE",CO,DM68wt
"""GRANITE",CO,DM69ub
"""TWIN LAKES",CO,DM69ub
"""BUENA VISTA",CO,DM69ub
"""TWIN LAKES",CO,DM69sc
"""BUENA VISTA",CO,DM69sc
"""BURLINGTON",CO,DM89uh
"""BURNS",CO,DM69nu
"""BYERS",CO,DM79vr
"""CAHONE",CO,DM57op
"""CALHAN",CO,DM79ua
"""ELLICOTT",CO,DM79ua
"""CAMPO",CO,DM87rc
"""CANON CITY",CO,DM78jk
"""BROOKSIDE",CO,DM78jk
"""BUCKSKIN JOE",CO,DM78jk
"""ILSE",CO,DM78jk
"""PARKDALE",CO,DM78jk
"""PENITENTIARY",CO,DM78jk
"""PROSPECT HEIGHTS",CO,DM78jk
"""CAPULIN",CO,DM67wg
"""CARBONDALE",CO,DM69jj
"""EL JEBEL",CO,DM69jj
"""MARBLE",CO,DM69jj
"""REDSTONE",CO,DM69jj
"""CRYSTAL",CO,DM69jj
"""CARR",CO,DN70nv
"""CASCADE",CO,DM78mv
"""CHIPITA PARK",CO,DM78mv
"""CASTLE ROCK",CO,DM79ni
"""CASTLE PINES",CO,DM79ni
"""CEDAREDGE",CO,DM68av
"""COALBY",CO,DM68av
"""GRAND MESA",CO,DM68av
"""CENTER",CO,DM67ws
"""CENTRAL CITY",CO,DM79fs
"""CHAMA",CO,DM77he
"""CHERAW",CO,DM88fc
"""CHEYENNE WELLS",CO,DM88tt
"""CHEYENNE WLS",CO,DM88tt
"""FIRST VIEW",CO,DM88tt
"""CHROMO",CO,DM67oa
"""CIMARRON",CO,DM68gi
"""CLARK",CO,DN60mq
"""CLIFTON",CO,DM59sb
"""COAL CREEK",CO,DM78ki
"""COALDALE",CO,DM78di
"""COLLBRAN",CO,DM69af
"""PLATEAU CITY",CO,DM69af
"""COLORADO SPRINGS",CO,DM78ou
"""COLO SPGS",CO,DM78ou
"""COLORADO SPGS",CO,DM78ou
"""CO SPGS",CO,DM78ou
"""COLORADO SPRINGS",CO,DM78or
"""COLO SPGS",CO,DM78or
"""COLORADO SPGS",CO,DM78or
"""FORT CARSON",CO,DM78or
"""FT CARSON",CO,DM78or
"""CO SPGS",CO,DM78or
"""STRATMOOR HILLS",CO,DM78ou
"""BLACK FOREST",CO,DM78ou
"""SECURITY",CO,DM78ou
"""WIDEFIELD",CO,DM78ou
"""SCHRIEVER AFB",CO,DM78ou
"""CONSOLIDATED SPACE OPERATION",CO,DM78ou
"""CSOC",CO,DM78ou
"""ENT AIR FORCE BASE",CO,DM78ou
"""FALCON AFB",CO,DM78ou
"""SCHRIEVER AIR FORCE BASE",CO,DM78ou
"""SCHRIEVER AIR STA",CO,DM78ou
"""FORT CARSON",CO,DM78ou
"""FT CARSON",CO,DM78ou
"""CHEY MTN AFB",CO,DM78ou
"""CHEYENNE MOUNTAIN AFB",CO,DM78ou
"""PETERSON AFB",CO,DM78ou
"""CHEYENNE MT COMPLEX",CO,DM78ou
"""CHEYENNE MTN AFB",CO,DM78ou
"""CIMARRON HILLS",CO,DM78ou
"""CMAFB",CO,DM78ou
"""PETERSON A F B",CO,DM78ou
"""PETERSON AIR FORCE BASE",CO,DM78ou
"""ROCKRIMMON",CO,DM78ou
