City,State,MGrid
"""WATEREE",SC,EM93pu
"""EDISTO ISLAND",SC,EM92un
"""EDISTO",SC,EM92un
"""EDISTO BEACH",SC,EM92un
"""EFFINGHAM",SC,FM04db
"""EHRHARDT",SC,EM93lc
"""ELGIN",SC,EM94od
"""PONTIAC",SC,EM94od
"""ELLIOTT",SC,EM94vc
"""ELLOREE",SC,EM93rm
"""FELDERVILLE",SC,EM93rm
"""ENOREE",SC,EM94ap
"""EUTAWVILLE",SC,EM93tj
"""EUTAW SPRINGS",SC,EM93tj
"""FAIRFOREST",SC,EM94aw
"""FAIR PLAY",SC,EM84mm
"""FINGERVILLE",SC,EM95ad
"""FLORENCE",SC,FM04ce
"""QUINBY",SC,FM04ce
"""FOLLY BEACH",SC,FM02aq
"""FORK",SC,FM04ig
"""FOUNTAIN INN",SC,EM84vq
"""GABLE",SC,EM93xu
"""SARDINIA",SC,EM93xs
"""GADSDEN",SC,EM93pu
"""KINGVILLE",SC,EM93pu
"""GAFFNEY",SC,EM95eb
"""GASTON",SC,EM93kt
"""GEORGETOWN",SC,FM03ii
"""MARYVILLE",SC,FM03ii
"""GILBERT",SC,EM93hw
"""GLENDALE",SC,EM94bw
"""GOOSE CREEK",SC,FM02ax
"""GRAMLING",SC,EM85wb
"""GRAY COURT",SC,EM84wo
"""ORA",SC,EM84wo
"""GREAT FALLS",SC,EM94nn
"""BECKHAMVILLE",SC,EM94nn
"""GREELEYVILLE",SC,FM03an
"""GREEN POND",SC,EM92qr
"""GREENPOND",SC,EM92qr
"""GREEN SEA",SC,FM04nc
"""GREENVILLE",SC,EM84tt
"""GVILLE",SC,EM84tt
"""BATESVILLE",SC,EM84tt
"""PARK PLACE",SC,EM84tt
"""POWDERSVILLE",SC,EM84tt
"""PIEDMONT",SC,EM84tt
"""FURMAN UNIVERSITY",SC,EM84tt
"""BOB JONES UNIVERSITY",SC,EM84tt
"""GREENWOOD",SC,EM84we
"""GWD",SC,EM84we
"""PARK SEED CO",SC,EM84we
"""GREER",SC,EM84vw
"""GRESHAM",SC,FM03hw
"""BRITTONS NECK",SC,FM03hw
"""GROVER",SC,EM93qc
"""HAMER",SC,FM04hm
"""S OF BORDER",SC,FM04hm
"""SOUTH OF THE BORDER",SC,FM04hm
"""HARLEYVILLE",SC,EM93sf
"""HARTSVILLE",SC,EM94xi
"""HEATH SPRINGS",SC,EM94po
"""PLEASANT HILL",SC,EM94po
"""STONEBORO",SC,EM94po
"""HEMINGWAY",SC,FM03gs
"""STUCKEY",SC,FM03gs
"""HODGES",SC,EM84vg
"""WAYSIDE NURSERIES",SC,EM84vg
"""HOLLY HILL",SC,EM93th
"""BOWYER",SC,EM93th
"""HOLLYWOOD",SC,EM92vs
"""MEGGETT",SC,EM92vs
"""YONGES ISLAND",SC,EM92vs
"""RANTOWELS",SC,EM92vs
"""HONEA PATH",SC,EM84tk
"""HOPKINS",SC,EM93nv
"""HORREL HILL",SC,EM93nv
"""HORATIO",SC,EM93rx
"""HUGER",SC,FM03cc
"""INMAN",SC,EM85wb
"""IRMO",SC,EM94jc
"""ISLE OF PALMS",SC,FM02dt
"""DEWEES ISLAND",SC,FM02dt
"""IVA",SC,EM84qh
"""JACKSONBORO",SC,EM92ss
"""JAMESTOWN",SC,FM03dg
"""SHULERVILLE",SC,FM03dg
"""JENKINSVILLE",SC,EM94ig
"""MONTICELLO",SC,EM94ig
"""JOANNA",SC,EM94cj
"""JOHNS ISLAND",SC,EM92xr
"""KIAWAH ISLAND",SC,EM92xr
"""SEABROOK ISL",SC,EM92xr
"""SEABROOK ISLAND",SC,EM92xr
"""JOHNSONVILLE",SC,FM03gt
"""POSTON",SC,FM03gt
"""JONESVILLE",SC,EM94dt
"""JONESVILLE",SC,EM94du
"""DISNEY DIRECT MARKETING",SC,EM94du
"""KERSHAW",SC,EM94rm
"""ABNEY",SC,EM94rm
"""SPRING MILLS",SC,EM94rm
"""TAXAHAW",SC,EM94rm
"""WHITE BLUFF",SC,EM94rm
"""KINARDS",SC,EM94di
"""KINGSTREE",SC,FM03cp
"""LADSON",SC,EM93wa
"""COLLEGE PARK",SC,EM93wa
"""LA FRANCE",SC,EM84po
"""LAKE CITY",SC,FM03du
"""LAKE VIEW",SC,FM04ki
"""LAMAR",SC,EM94xd
"""CYPRESS CROSSROADS",SC,EM94xd
"""OATS",SC,EM94xd
"""LANDRUM",SC,EM85ve
"""LANE",SC,FM03bm
"""LATTA",SC,FM04gh
"""LAURENS",SC,EM84xm
"""BATESBURG",SC,EM93fv
"""BATESBURG-LEESVILLE",SC,EM93fv
"""BATSBRG-LEVIL",SC,EM93fv
"""HOLTSON CROSSROADS",SC,EM93fv
"""KNEECE",SC,EM93fv
"""NEW HOLLAND CROSSROADS",SC,EM93fv
"""SAMARIA",SC,EM93fv
"""SUMMERLAND",SC,EM93fv
"""LEESVILLE",SC,EM93fv
"""DELMAR",SC,EM93fv
"""FAIRVIEW CROSSROADS",SC,EM93fv
"""LAKE MURRAY SHORES",SC,EM93fv
"""STEEDMAN",SC,EM93fv
"""SUMMIT",SC,EM93fv
"""LEXINGTON",SC,EM93jx
"""BARR",SC,EM93jx
"""EDMUND",SC,EM93jx
"""MACEDON",SC,EM93jx
"""RED BANK",SC,EM93jx
"""LIBERTY",SC,EM84ps
"""LIBERTY HILL",SC,EM94ol
"""LITTLE MOUNTAIN",SC,EM94he
"""LITTLE MTN",SC,EM94he
"""LITTLE RIVER",SC,FM03qu
"""LITTLE ROCK",SC,FM04hl
"""LOCKHART",SC,EM94gs
"""LODGE",SC,EM93mb
"""LONG CREEK",SC,EM84js
"""LONGS",SC,FM03pw
"""LORIS",SC,FM04nb
"""LOWNDESVILLE",SC,EM84qf
"""LUGOFF",SC,EM94pf
"""LYDIA",SC,EM94xg
"""LYMAN",SC,EM84ww
"""LYNCHBURG",SC,EM94xb
"""ATKINS",SC,EM94xb
"""MOTBRIDGE",SC,EM94xb
"""SHILOH",SC,EM94xb
"""SOUTH LYNCHBURG",SC,EM94xb
"""MC BEE",SC,EM94vl
"""CLYDE",SC,EM94vl
"""MCBEE",SC,EM94vl
"""ROBINSON",SC,EM94vl
"""MC CLELLANVILLE",SC,FM03gb
"""MCCLELLANVLE",SC,FM03gb
"""MCCLELLANVILLE",SC,FM03gb
"""MC COLL",SC,FM04fp
"""MCCOLL",SC,FM04fp
"""MANNING",SC,EM93vq
"""PAXVILLE",SC,EM93vq
"""BLOOMVILLE",SC,EM93vq
"""FORESTON",SC,EM93vq
"""JORDAN",SC,EM93vq
"""WILSON",SC,EM93vq
"""MARIETTA",SC,EM85sa
"""MARION",SC,FM04he
"""MAULDIN",SC,EM84us
"""MAYESVILLE",SC,EM93vx
"""SAINT CHARLES",SC,EM93vx
"""SCOTTSVILLE",SC,EM93vx
"""MAYO",SC,EM95bb
"""MINTURN",SC,FM04gm
"""BETHERA",SC,FM03ce
"""MONCKS CORNER",SC,FM03ce
"""MONCKS CORNER",SC,FM03ae
"""MONETTA",SC,EM93eu
"""HIBERNIA",SC,EM93eu
"""JONES CROSSROADS",SC,EM93eu
"""WATSONIA",SC,EM93eu
"""MOORE",SC,EM94at
"""MOUNTAIN REST",SC,EM84ku
"""MOUNT PLEASANT",SC,FM02bt
"""MT PLEASANT",SC,FM02bt
"""MOUNTVILLE",SC,EM94ah
"""MULLINS",SC,FM04je
"""MURRELLS INLET",SC,FM03ln
"""MURRELLS INLT",SC,FM03ln
"""GARDEN CITY",SC,FM03ln
"""GARDEN CITY BEACH",SC,FM03ln
"""MYRTLE BEACH",SC,FM03nq
"""SURFSIDE BCH",SC,FM03nq
"""SURFSIDE BEACH",SC,FM03nq
"""SURFSIDE",SC,FM03nq
"""CAROLINA FOREST",SC,FM03nq
"""MYRTLE BEACH",SC,FM03lp
"""NEESES",SC,EM93km
"""LIVINGSTON",SC,EM93km
"""NESMITH",SC,FM03fp
"""NEWBERRY",SC,EM94eg
"""NEWRY",SC,EM84nr
"""NEW ZION",SC,EM93xs
"""OAK DALE",SC,EM93xs
"""OAKDALE",SC,EM93xs
"""UNION CROSSROADS",SC,EM93xs
"""WORKMAN",SC,EM93xs
"""NICHOLS",SC,FM04kf
"""NINETY SIX",SC,EM84xe
"""NORRIS",SC,EM84ps
"""CATEECHEE",SC,EM84ps
"""NORTH",SC,EM93ko
"""NORTH MYRTLE BEACH",SC,FM03pt
"""ATLANTIC BCH",SC,FM03pt
"""ATLANTIC BEACH",SC,FM03pt
"""CHERRY GROVE",SC,FM03pt
"""CHERRY GROVE BEACH",SC,FM03pt
"""N MYRTLE BCH",SC,FM03pt
"""OCEAN DRIVE",SC,FM03pt
"""CRESCENT BEACH",SC,FM03pt
"""N MYRTLE BEACH",SC,FM03pt
"""OCEAN DR BEACH",SC,FM03pt
"""OCEAN DRIVE BEACH",SC,FM03pt
"""NORWAY",SC,EM93kk
"""OLANTA",SC,FM03aw
"""MCKENZIE CROSSROADS",SC,FM03aw
"""ORANGEBURG",SC,EM93nl
"""BOLEN TOWN",SC,EM93nl
"""JAMISON",SC,EM93nl
"""PECAN WAY TERRACE",SC,EM93nl
"""SC STATE UNIVERSITY",SC,EM93nl
"""PACOLET",SC,EM94cv
"""PACOLET MILLS",SC,EM94dv
"""PAMPLICO",SC,FM03fx
"""PATRICK",SC,EM94xn
"""PAULINE",SC,EM94bt
"""GLENN SPRINGS",SC,EM94bt
"""PAWLEYS ISLAND",SC,FM03jj
"""LITCHFIELD",SC,FM03jj
"""N LITCHFIELD",SC,FM03jj
"""PAWLEYS ISL",SC,FM03jj
"""PAWLEYS IS",SC,FM03jj
"""PEAK",SC,EM94if
"""PELION",SC,EM93js
"""THOR",SC,EM93js
"""PELZER",SC,EM84sp
"""PENDLETON",SC,EM84op
"""PICKENS",SC,EM84pv
"""PIEDMONT",SC,EM84sr
"""POWDERSVILLE",SC,EM84sr
"""PINEVILLE",SC,EM93xk
"""PINEWOOD",SC,EM93sr
"""RIMINI",SC,EM93sr
"""MILLFORD",SC,EM93sr
"""PANOLA",SC,EM93sr
"""PINOPOLIS",SC,EM93xf
"""POMARIA",SC,EM94hg
"""GLYMPVILLE",SC,EM94hg
"""PROSPERITY",SC,EM94ff
"""SLIGHS",SC,EM94ff
"""STOCKMAN",SC,EM94ff
"""STONEY HILL",SC,EM94ff
"""RAINS",SC,FM04ic
"""RAVENEL",SC,EM92vs
"""REEVESVILLE",SC,EM93qe
"""REIDVILLE",SC,EM84wu
"""REMBERT",SC,EM94rc
"""BORDEN",SC,EM94rc
"""BOYKIN",SC,EM94rc
"""DUNKINS MILL",SC,EM94rc
"""HAGOOD",SC,EM94rc
"""PISGAH",SC,EM94rc
"""SPRING HILL",SC,EM94rc
"""RICHLAND",SC,EM84lq
"""RIDGE SPRING",SC,EM93eu
"""RIDGEVILLE",SC,EM93ub
"""RIDGEWAY",SC,EM94mh
"""LONGTOWN",SC,EM94mh
"""SMALLWOOD",SC,EM94mh
"""RION",SC,EM94kh
"""ROEBUCK",SC,EM94au
"""ROUND O",SC,EM92rw
"""ROWESVILLE",SC,EM93oi
"""RUFFIN",SC,EM93oa
"""RUSSELLVILLE",SC,FM03aj
"""SAINT GEORGE",SC,EM93re
"""ST GEORGE",SC,EM93re
"""SAINT MATTHEWS",SC,EM93op
"""FORT MOTTE",SC,EM93op
"""ST MATTHEWS",SC,EM93op
"""HAMMOND CROSSROADS",SC,EM93op
"""SINGLETON",SC,EM93op
"""SAINT STEPHEN",SC,FM03aj
"""ALVIN",SC,FM03aj
"""SALEM",SC,EM84mv
"""SALLEY",SC,EM93in
"""PERRY",SC,EM93in
"""BERLIN",SC,EM93in
"""KITCHINGS MILL",SC,EM93in
"""SALTERS",SC,FM03bo
"""TRIO",SC,FM03bo
"""SALUDA",SC,EM94ca
"""EMORY",SC,EM94ca
"""FRUIT HILL",SC,EM94ca
"""RICHLAND SPRINGS",SC,EM94ca
"""SANDY SPRINGS",SC,EM84po
"""SANTEE",SC,EM93sl
"""PARLERS",SC,EM93sl
"""SCRANTON",SC,FM03dv
"""SELLERS",SC,FM04gg
"""SENECA",SC,EM84mq
"""SILVERSTREET",SC,EM94df
"""SIMPSONVILLE",SC,EM84vr
"""SIX MILE",SC,EM84ot
"""SLATER",SC,EM85rb
"""SMOAKS",SC,EM93ob
"""SOCIETY HILL",SC,FM04bm
"""SPARTANBURG",SC,EM94aw
"""SPTBG",SC,EM94aw
"""WESTSIDE",SC,EM94aw
"""BOILING SPRINGS",SC,EM94aw
"""BOILING SPGS",SC,EM94aw
"""DENNYS CORPORATION",SC,EM94aw
"""SPRINGFIELD",SC,EM93il
"""STARR",SC,EM84pi
"""STARTEX",SC,EM84ww
"""STATE PARK",SC,EM94ma
"""SULLIVANS ISLAND",SC,FM02cs
"""SULLIVANS IS",SC,FM02cs
"""SUMMERTON",SC,EM93to
"""DAVIS CROSSROADS",SC,EM93to
"""GOAT ISLAND RESORT",SC,EM93to
"""ST PAUL",SC,EM93to
"""SUMMERVILLE",SC,EM93va
"""KNIGHTSVILLE",SC,EM93va
"""SUMM",SC,EM93va
"""LADSON",SC,EM93va
"""LINCOLNVILLE",SC,EM93va
"""SUMTER",SC,EM93tw
"""OSWEGO",SC,EM93tw
"""BON AIR",SC,EM93tw
"""BROGDON",SC,EM93tw
"""FRENS",SC,EM93tw
"""HIGHWAY FOUR FORTY ONE",SC,EM93tw
"""HOYT HEIGHTS",SC,EM93tw
"""STATEBURG",SC,EM93tw
"""SHAW A F B",SC,EM93sx
"""SHAW AFB",SC,EM93sx
"""SUNSET",SC,EM84nx
"""SWANSEA",SC,EM93kr
"""TAMASSEE",SC,EM84mv
"""TATUM",SC,FM04fp
"""TAYLORS",SC,EM84uv
"""TIGERVILLE",SC,EM85tb
"""TIMMONSVILLE",SC,FM04ad
"""CARTERSVILLE",SC,FM04ad
"""PENIEL CROSSROADS",SC,FM04ad
"""SARDIS",SC,FM04ad
"""TOWNVILLE",SC,EM84nn
"""TRAVELERS REST",SC,EM84sx
"""TRAVELERS RST",SC,EM84sx
"""TURBEVILLE",SC,EM93xv
"""UNA",SC,EM94ax
"""UNION",SC,EM94er
"""VANCE",SC,EM93sk
"""WADMALAW ISLAND",SC,EM92wq
"""WADMALAW IS",SC,EM92wq
"""WAGENER",SC,EM93hp
"""BETHCAR",SC,EM93hp
"""H L CROSSROADS",SC,EM93hp
"""NEW HOLLAND",SC,EM93hp
"""ROCKY SPRINGS",SC,EM93hp
"""SEIVERN",SC,EM93hp
"""WALHALLA",SC,EM84ls
"""WALLACE",SC,FM04br
"""CANADYS",SC,EM93qb
"""WALTERBORO",SC,EM92pv
"""RITTER",SC,EM92pv
"""WARD",SC,EM93du
"""WARE SHOALS",SC,EM84vj
"""WATERLOO",SC,EM84xi
"""WEDGEFIELD",SC,EM93rv
"""WELLFORD",SC,EM84ww
"""WESTMINSTER",SC,EM84kp
"""MADISON",SC,EM84kp
"""WEST UNION",SC,EM84ls
"""WESTVILLE",SC,EM94rk
"""DE KALB",SC,EM94rk
"""DEKALB",SC,EM94rk
"""WHITE ROCK",SC,EM94ld
"""WHITE STONE",SC,EM94bw
"""WHITMIRE",SC,EM94em
"""WILLIAMS",SC,EM93na
"""WILLIAMSTON",SC,EM84so
"""WINNSBORO",SC,EM94li
"""WHITE OAK",SC,EM94li
"""GREENBRIER",SC,EM94li
"""WINNSBORO MILLS",SC,EM94li
"""WOODRUFF",SC,EM84xr
"""BMG COLUMBIA HSE VIDEO CLUB",SC,EM84ww
"""BMG COLUMBIA HOUSE ACS",SC,EM84ww
"""BMG COLUMBIA HSE MUSIC CLUB",SC,EM84wv
"""GREENVILLE",SC,EM84wv
"""ABERDEEN",SD,EN05sl
"""BEEBE",SD,EN05sl
"""ORDWAY",SD,EN05sl
"""STRATFORD",SD,EN05uh
"""RANDOLPH",SD,EN05uh
"""AGAR",SD,DN94xt
"""ALCESTER",SD,EN13qa
"""BIG SPRINGS",SD,EN13qa
"""NORA",SD,EN13qa
"""ALEXANDRIA",SD,EN13cp
"""FARMER",SD,EN13cp
"""ALLEN",SD,DN93ag
"""ALPENA",SD,EN04te
"""VIRGIL",SD,EN04sg
"""ANDOVER",SD,EN15bj
"""ARLINGTON",SD,EN14ki
"""HETLAND",SD,EN14ki
"""LAKE POINSETT",SD,EN14ki
"""ARMOUR",SD,EN03th
"""ARTESIAN",SD,EN14aa
"""FORESTBURG",SD,EN14aa
"""FEDORA",SD,EN14ca
"""ASHTON",SD,EN04sx
"""ATHOL",SD,EN04sx
"""ASTORIA",SD,EN14rn
"""AURORA",SD,EN14pg
"""AVON",SD,EN03xa
"""BADGER",SD,EN14jl
"""BALTIC",SD,EN13ps
"""BARNARD",SD,EN05sr
"""BRAINARD",SD,EN05sr
"""BATESLAND",SD,DN83wc
"""DENBY",SD,DN83wc
"""BATH",SD,EN05ul
"""BELLE FOURCHE",SD,DN84bp
"""FRUITDALE",SD,DN84bp
"""MASON",SD,DN84bp
"""WILLET",SD,DN84bp
"""BELVIDERE",SD,DN93it
"""BERESFORD",SD,EN13ob
"""ALSEN",SD,EN13ob
"""EMMET",SD,EN13ob
"""BIG STONE CITY",SD,EN15sg
"""BIG STONE CTY",SD,EN15sg
"""BIG STONE",SD,EN15sg
"""BISON",SD,DN85sm
"""ADA",SD,DN85sm
"""BIXBY",SD,DN85sm
"""CASH",SD,DN85sm
"""CHANCE",SD,DN85sm
"""GOVERT",SD,DN85sm
"""PRAIRIE CITY",SD,DN85om
"""DATE",SD,DN85om
"""GLENDO",SD,DN85om
"""IMOGENE",SD,DN85om
"""STROOL",SD,DN85om
"""RALPH",SD,DN85ls
"""BLACK HAWK",SD,DN84jd
"""SUMMERSET",SD,DN84jd
"""BLUNT",SD,EN04am
"""DEGRAY",SD,EN04am
"""BONESTEEL",SD,EN03mb
"""BOWDLE",SD,EN05ek
"""ELLSWORTH AFB",SD,DN84ld
"""BOX ELDER",SD,DN84lc
"""BRADLEY",SD,EN15ec
"""CROCKER",SD,EN15ec
"""BRANDON",SD,EN13ro
"""CORSON",SD,EN13ro
"""ROWENA",SD,EN13ro
"""BRANDT",SD,EN14qp
"""BRENTFORD",SD,EN05ud
"""BRIDGEWATER",SD,EN13gn
"""DOLTON",SD,EN13gn
"""SILVER LAKE",SD,EN13gn
"""STANLEY CORNER",SD,EN13gn
"""BRISTOL",SD,EN15di
"""BUTLER",SD,EN15di
"""BRITTON",SD,EN15ds
"""KIDDER",SD,EN15ds
"""NEWARK",SD,EN15ds
"""SPAIN",SD,EN15ds
"""SUNSET COLONY",SD,EN15ds
"""BROOKINGS",SD,EN14oh
"""LAKE CAMPBELL",SD,EN14oh
"""SD STATE UNIV",SD,EN14oh
"""SOUTH DAKOTA STATE UNIV",SD,EN14oh
"""BRUCE",SD,EN14nk
"""OAKWOOD LAKE",SD,EN14nk
"""BRYANT",SD,EN14gn
"""BUFFALO",SD,DN85fn
"""LUDLOW",SD,DN85ht
"""OLSON",SD,DN85ht
"""WILSON CORNER",SD,DN85ht
"""BUFFALO GAP",SD,DN83il
"""BULLHEAD",SD,DN95ls
"""BURKE",SD,EN03ie
"""LUCAS",SD,EN03ie
"""CAMP CROOK",SD,DN85am
"""SKY RANCH",SD,DN85am
"""GUSTAVE",SD,DN85am
"""CANISTOTA",SD,EN13io
"""RUMPUS RIDGE",SD,EN13io
"""CANOVA",SD,EN13gv
"""EPIPHANY",SD,EN13gv
"""CANTON",SD,EN13rh
"""CAPUTA",SD,DN83mx
"""FARMINGDALE",SD,DN83mx
"""CARPENTER",SD,EN14bp
"""BLOOMFIELD",SD,EN14bp
"""CARTHAGE",SD,EN14dd
"""CASTLEWOOD",SD,EN14lr
"""KONES CORNER",SD,EN14lr
"""CAVOUR",SD,EN04xi
"""CENTERVILLE",SD,EN13mc
"""DALESBURG",SD,EN13mc
"""CHAMBERLAIN",SD,EN03it
"""BIJOU HILLS",SD,EN03it
"""OLA",SD,EN03it
"""ST JOSEPH INDIAN SCHOOL",SD,EN03it
"""CHANCELLOR",SD,EN13mi
"""CHESTER",SD,EN13mv
"""FRANKLIN",SD,EN13mv
"""LAKE BRANDT",SD,EN13mv
"""CLAIRE CITY",SD,EN15ku
"""AMHERST",SD,EN15ar
"""CLAREMONT",SD,EN05xq
"""HUFFTON",SD,EN05xq
"""CLARK",SD,EN14dv
"""CLEAR LAKE",SD,EN14ps
"""ALTAMONT",SD,EN14ps
"""TUNNERVILLE",SD,EN14ps
"""COLMAN",SD,EN13ox
"""COLOME",SD,EN03dg
"""COLTON",SD,EN13ms
"""HUNTIMER",SD,EN13ms
"""COLUMBIA",SD,EN05uo
"""SAND LAKE",SD,EN05uo
"""TACOMA PARK",SD,EN05uo
"""HOUGHTON",SD,EN05vs
"""CONDE",SD,EN05wd
"""VERDON",SD,EN05wd
"""CRANDALL",SD,EN05wd
"""CORONA",SD,EN15oh
"""LINDEN BEACH",SD,EN15oh
"""SHADY BEACH",SD,EN15oh
"""CORSICA",SD,EN03tk
"""HARRISON",SD,EN03rk
"""CRESBARD",SD,EN05md
"""CROOKS",SD,EN13op
"""RENNER",SD,EN13op
"""RENNER",SD,EN13pp
"""CROOKS",SD,EN13pp
"""CUSTER",SD,DN83es
"""CRAZY HORSE",SD,DN83es
"""BAKERVILLE",SD,DN83es
"""BLUEBELL",SD,DN83es
"""GAME LODGE",SD,DN83es
"""HARNEY PEAK",SD,DN83es
"""SANATOR",SD,DN83es
"""SYLVAN LAKE",SD,DN83es
"""DAVIS",SD,EN13mg
"""DEADWOOD",SD,DN84dj
"""PLUMA",SD,DN84dj
"""ROUBAIX",SD,DN84dj
"""DELL RAPIDS",SD,EN13pt
"""DELMONT",SD,EN03wg
"""DE SMET",SD,EN14fj
"""DIMOCK",SD,EN13al
"""DOLAND",SD,EN04wv
"""DRAPER",SD,DN93rw
"""CHERRY CREEK",SD,DN94go
"""ELWOOD",SD,DN94go
"""DUPREE",SD,DN95ea
"""OHEM",SD,DN95ea
"""RED ELM",SD,DN95ea
"""EAGLE BUTTE",SD,DN95ja
"""PARADE",SD,DN95ja
"""CHEYENNE RIVER RESERVATION",SD,DN95ja
"""STANDING ROCK RESERVATION",SD,DN95ja
"""EDEN",SD,EN15go
"""EDGEMONT",SD,DN83cg
"""ARDMORE",SD,DN83cg
"""BURDOCK",SD,DN83cg
"""DEWEY",SD,DN83cg
"""PROVO",SD,DN83cg
"""LAUZEN",SD,DN83cg
"""ELK POINT",SD,EN12pq
"""JUNCTION CITY",SD,EN12pq
"""RICHLAND",SD,EN12pq
"""SPINK",SD,EN12pq
"""ELKTON",SD,EN14sf
"""WARD",SD,EN14sf
"""EMERY",SD,EN13eo
"""CLAYTON",SD,EN13eo
"""ENNING",SD,DN84rn
"""ESTELLINE",SD,EN14nn
"""DEMPSTER",SD,EN14nn
"""ETHAN",SD,EN13am
"""EUREKA",SD,EN05es
"""ARTAS",SD,EN05es
"""GREENWAY",SD,EN05es
"""HILLS",SD,EN05es
"""HILLSVIEW",SD,EN05es
"""FAIRBURN",SD,DN83jq
"""FLEMING",SD,DN83jq
"""FAIRFAX",SD,EN03na
"""FAIRVIEW",SD,EN13sf
"""FAITH",SD,DN85xa
"""AUANCE",SD,DN85xa
"""COOPER",SD,DN85xa
"""EDSON",SD,DN85xa
"""MAURINE",SD,DN85xa
"""MOREAU",SD,DN85xa
"""USTA",SD,DN85xa
"""FAULKTON",SD,EN05ka
"""MIRANDA",SD,EN05ka
"""NORBECK",SD,EN05ka
"""WECOTA",SD,EN05ka
"""BURKMERE",SD,EN05ka
"""EGAN",SD,EN13qx
"""FLANDREAU",SD,EN14qa
"""FLORENCE",SD,EN15ib
"""FORT MEADE",SD,DN84gj
"""FORT PIERRE",SD,DN94ti
"""MISSION RIDGE",SD,DN94ti
"""LACY",SD,DN94ti
"""LAROCHE",SD,DN94ti
"""LINDSEY",SD,DN94ti
"""NORMAN RANCH",SD,DN94ti
"""ORTON",SD,DN94ti
"""HAYES",SD,DN94li
"""SANSARC",SD,DN94li
"""FORT THOMPSON",SD,EN04ha
"""CROW CREEK",SD,EN04ha
"""FRANKFORT",SD,EN04uu
"""SPINK COLONY",SD,EN04uu
"""FREDERICK",SD,EN05st
"""ELM LAKE",SD,EN05st
"""FREEMAN",SD,EN13gi
"""FULTON",SD,EN13cr
"""PLANO",SD,EN13cr
"""GANN VALLEY",SD,EN04ma
"""BAILEY",SD,EN04ma
"""GARDEN CITY",SD,EN14fw
"""GARRETSON",SD,EN13sr
"""SHERMAN",SD,EN13sr
"""PALISADE",SD,EN13sr
"""GARY",SD,EN14ss
"""GAYVILLE",SD,EN12jv
"""GEDDES",SD,EN03pg
"""BOVEE",SD,EN03pg
"""GETTYSBURG",SD,EN05aa
"""FOREST CITY",SD,EN05aa
"""GORMAN",SD,EN05aa
"""LEBANON",SD,EN05cb
"""GLENHAM",SD,DN95um
"""GOODWIN",SD,EN14nu
"""BEMIS",SD,EN14nu
"""DALLAS",SD,EN03ff
"""DIXON",SD,EN03ff
"""PAXTON",SD,EN03ff
"""GREGORY",SD,EN03gf
"""DIXON",SD,EN03gf
"""IONA",SD,EN03gf
"""CARLOCK",SD,EN03gf
"""GRENVILLE",SD,EN15hl
"""FERNEY",SD,EN05wh
"""GROTON",SD,EN05wk
"""JAMES",SD,EN05wk
"""PUTNEY",SD,EN05wk
"""HAMILL",SD,EN03do
"""HARRISBURG",SD,EN13pk
"""LAKE ALVIN",SD,EN13pk
"""HARROLD",SD,EN04dm
"""JOE CREEK",SD,EN04dm
"""HARTFORD",SD,EN13mo
"""WALL LAKE",SD,EN13mo
"""HAYTI",SD,EN14jp
"""THOMAS",SD,EN14jp
"""HAZEL",SD,EN14hs
"""HECLA",SD,EN05wv
"""HENRY",SD,EN14gv
"""HERMOSA",SD,DN83ju
"""FOLSOM",SD,DN83ju
"""HAYWARD",SD,DN83ju
"""RED SHIRT",SD,DN83ju
"""HERREID",SD,DN95xt
"""HERRICK",SD,EN03jc
"""SAINT CHARLES",SD,EN03lc
"""ST CHARLES",SD,EN03lc
"""HIGHMORE",SD,EN04gm
"""HOWELL",SD,EN04gm
"""TENNIS",SD,EN04gm
"""STEPHAN",SD,EN04gf
"""HOLABIRD",SD,EN04em
"""HILL CITY",SD,DN83fw
"""ROCHFORD",SD,DN83fw
"""DEERFIELD",SD,DN83fw
"""MYSTIC",SD,DN83fw
"""HITCHCOCK",SD,EN04to
"""BONILLA",SD,EN04to
"""HOSMER",SD,EN05gn
"""HOT SPRINGS",SD,DN83gk
"""HEPPNER",SD,DN83gk
"""MAVERICK",SD,DN83gk
"""MINNEKATA",SD,DN83gk
"""HOVEN",SD,EN05cf
"""HOWARD",SD,EN14fa
"""ROSWELL",SD,EN14fa
"""ARGONNE",SD,EN14fa
"""VILAS",SD,EN14fa
"""HOWES",SD,DN84xo
"""PLAINVIEW",SD,DN84xo
"""BRIDGER",SD,DN84xo
"""RED SCAFFOLD",SD,DN84xo
"""HUDSON",SD,EN13sc
"""MOE",SD,EN13sc
"""NORWAY CENTER",SD,EN13sc
"""HUMBOLDT",SD,EN13lp
"""WELLINGTON",SD,EN13lp
"""HURLEY",SD,EN13kg
"""FLYGER",SD,EN13kg
"""TURKEY RIDGE",SD,EN13kg
"""HURON",SD,EN04vi
"""BROADLAND",SD,EN04vi
"""HURON COLONY",SD,EN04vi
"""JAMES VALLEY",SD,EN04vi
"""LAKE BYRON",SD,EN04vi
"""DAKOTA CENTRAL MPC",SD,EN04vi
"""IDEAL",SD,EN03bm
"""IPSWICH",SD,EN05lk
"""MINA",SD,EN05lk
"""CRAVEN",SD,EN05lk
"""POWELL",SD,EN05lk
"""IRENE",SD,EN13kb
"""MAYFIELD",SD,EN13kb
"""IROQUOIS",SD,EN14bi
